,index,C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K),Payson_Savage,Andrews_2,Capdevila,pre_1,index_clean,pre_3,predicted_3
711,783,0.38,0.78,0.29,0.99,0.14,0.08,0.06,0.0,0.022,0.0,0.2,0.0,0.0,0.0,0.01,0.005,0.03,630.0,591.7629999999999,609.4450800000001,607.9359999999999,629.5895601588348,0,629.5895601588348,628.1820803131067
712,784,0.35,0.65,0.23,1.11,0.23,0.05,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,633.0,601.753,622.94165,619.4540000000001,633.1510451953848,0,633.1510451953848,633.2524038052189
713,785,0.3,0.69,0.4,0.99,0.2,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,613.9879999999999,641.2873000000001,635.407,646.24197366133,0,646.24197366133,635.4873861608279
714,786,0.39,0.76,0.28,0.99,0.14,0.03,0.12,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.007,0.033,656.0,589.9279999999999,606.3917400000001,605.4340000000001,654.7159309587885,0,654.7159309587885,654.5404141313918
715,787,0.11,1.6,0.3,0.0,0.0,0.0,0.09,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.002,699.0,680.603,725.3617,677.6039999999999,700.107192317944,0,700.107192317944,699.4332442746241
716,788,0.12,0.55,0.25,0.4,0.15,0.6,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,692.6709999999999,723.7159999999999,702.8230000000001,716.9551674821572,0,716.9551674821572,727.1796345434775
718,790,0.41,1.42,1.52,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,577.823,594.0803999999999,574.69,586.9545812914979,0,586.9545812914979,587.980573248784
719,791,0.49,0.78,0.26,1.04,0.5,0.96,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.012,564.0,540.0889999999998,551.5354399999999,573.0360000000001,564.5876935694953,0,564.5876935694953,563.3290839317026
720,792,0.4,0.62,0.26,0.28,3.45,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.5,555.329,558.3118000000001,560.8960000000002,553.9468622181146,0,553.9468622181146,554.0850184116257
721,793,0.31,0.6,0.25,0.65,2.55,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.0,584.3579999999998,600.0833,601.614,585.6377351108705,0,585.6377351108705,598.371737492346
722,794,0.12,0.45,0.3,0.85,0.16,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,738.0,682.7689999999999,727.5046,700.9870000000001,722.9927451426579,0,722.9927451426579,731.5827267156681
723,795,0.54,0.85,1.9,0.1,0.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0,545.963,565.9443,543.7380000000002,530.8095344519934,0,530.8095344519934,535.6650006258448
724,796,0.14,0.46,0.19,1.11,3.55,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,618.8100000000001,666.38856,636.484,679.4291775421152,0,679.4291775421152,678.038411384933
725,797,0.28,1.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.0,631.2039999999998,645.2927999999999,630.672,639.1579193922668,0,639.1579193922668,639.8941266374985
727,799,0.4,0.73,0.38,0.75,2.58,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,550.2429999999999,562.88,566.3850000000002,536.6251631797627,0,536.6251631797627,537.8256538067837
729,801,0.4,0.73,0.4,0.75,0.78,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,579.7479999999999,593.0149999999999,596.0470000000003,568.8037809557455,0,568.8037809557455,570.4122423840182
730,802,0.11,0.85,0.31,0.51,1.3,0.48,0.03,0.0,0.077,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,752.0,664.251,708.58809,672.391,752.6238422808008,0,752.6238422808008,749.4511446020696
731,803,0.41,1.41,1.41,0.78,1.36,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026,0.021,515.0,532.317,559.19107,547.649,516.6823490234233,0,516.6823490234233,517.1770626755031
732,804,0.3,0.7,0.2,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,639.0,622.3199999999999,648.221,639.7550000000001,637.1549169001252,0,637.1549169001252,632.0454343690008
733,805,0.14,0.46,0.23,2.28,0.21,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,631.2950000000001,720.4766800000001,683.1669999999999,705.1473061371554,0,705.1473061371554,695.8495014403683
734,806,0.8,3.52,1.67,1.01,0.0,0.24,0.0,1.44,0.01,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,341.20599999999996,318.5351999999999,401.46120000000013,375.8138467488795,0,375.8138467488795,400.7053618916949
735,807,0.36,0.928,0.46,0.684,0.687,0.26,0.07,0.0,0.006,0.06,0.064,0.002,0.001,0.0,0.002,0.0,0.0,613.0,587.9895,605.8403559999999,603.0502000000001,615.5104443762755,0,615.5104443762755,613.1400703586833
736,808,0.38,0.87,0.18,1.54,0.01,0.63,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.0,570.7629999999999,598.09338,607.6199999999999,572.9551698054868,0,572.9551698054868,576.0616532537873
738,811,0.4,0.0,1.05,5.0,0.0,1.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,479.7299999999999,565.6449999999999,586.6750000000001,594.1728926286269,0,594.1728926286269,605.205326111289
739,812,0.21,1.52,0.4,0.0,0.07,0.0,0.13,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,690.5,649.318,675.5839,647.1800000000001,690.0579063145217,0,690.0579063145217,691.4630297853506
740,813,0.24,0.74,0.25,0.37,0.67,0.52,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665.0,641.3779999999999,659.5149199999998,652.1400000000001,663.895091760596,0,663.895091760596,663.9700638268938
741,814,0.58,0.08,0.89,1.27,0.06,0.02,0.11,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.013,0.006,538.0,539.291,560.1430399999998,559.5060000000001,536.20109270913,0,536.20109270913,539.1861787921194
742,815,0.79,1.94,1.59,1.33,0.02,0.3,0.11,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,398.968,398.86347999999987,431.27799999999996,421.1988550763224,0,421.1988550763224,449.38145644404966
743,816,0.35,1.55,0.2,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,604.262,611.73375,608.6320000000002,615.6768784906188,0,615.6768784906188,618.7904218257755
744,817,0.38,0.78,0.29,0.99,0.14,0.08,0.06,0.0,0.022,0.0,0.2,0.0,0.0,0.0,0.01,0.0,0.0,630.0,591.7629999999999,609.4450800000001,607.9359999999999,629.2336815260023,0,629.2336815260023,630.1829429321689
745,818,0.45,0.8,0.25,1.15,0.55,1.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,547.865,562.9745,582.9599999999999,578.1075847371551,0,578.1075847371551,548.9701763787297
746,819,0.75,0.7,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,507.55199999999996,529.925,511.045,496.69335719246385,0,496.69335719246385,514.6291205900272
749,822,0.36,0.8,0.3,0.0,0.75,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.025,596.0,615.321,616.7361999999999,614.0319999999999,602.797441218143,0,602.797441218143,599.2164389593257
750,823,0.008,0.094,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.416,0.0,0.0,601.65,418.88620000000003,962.2261199999999,647.6528000000001,624.5672794621818,0,624.5672794621818,629.5543322413782
751,824,0.11,0.47,0.21,2.29,0.14,1.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.01,0.01,738.0,641.909,739.5147099999999,691.1960000000001,739.1874435367597,0,739.1874435367597,739.680887114831
752,825,0.39,1.41,1.49,0.74,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.0,558.8119999999999,588.91349,576.0730000000001,561.6409966942518,0,561.6409966942518,562.2008745741789
753,826,1.01,0.5,0.3,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,398.565,448.41023999999993,428.155,389.9688113475341,0,389.9688113475341,419.7461892580061
754,827,0.4,0.84,0.27,1.23,1.75,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.5,547.9849999999999,567.6967999999999,574.1920000000002,577.7290082757121,0,577.7290082757121,568.5684946818226
755,828,0.4,0.84,1.5,0.74,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.0,579.954,605.5464,589.1680000000001,595.272360195247,0,595.272360195247,596.8467431263934
756,829,0.32,1.5,0.18,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,615.7609999999999,625.5257999999999,619.5060000000001,619.8715863762473,0,619.8715863762473,616.1958433963143
757,830,0.44,0.66,0.22,0.15,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.029,620.3333333333334,604.1120000000001,604.866,606.3349999999999,623.7674216626268,0,623.7674216626268,618.1982469095894
758,831,0.39,0.77,0.39,0.96,0.14,0.08,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.01,0.0,0.0,647.0,588.653,605.9788100000001,603.9200000000001,647.0629008055678,0,647.0629008055678,647.8339905769327
759,833,0.37,1.45,0.56,0.04,0.0,0.025,0.11,0.0,0.024,0.0,0.14,0.0,0.015,0.0,0.0,0.0,0.0,572.0,598.9805,608.2495700000001,597.87,599.153515188304,0,599.153515188304,574.6574940245521
760,834,0.16,0.8,0.2,1.05,1.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,689.0,638.2829999999999,688.3814,656.179,680.0102030931318,0,680.0102030931318,681.7339382550537
761,836,0.76,1.04,1.6,1.31,0.0,0.29,0.1,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,439.32899999999995,459.28804,468.2370000000001,436.0350811063571,0,436.0350811063571,480.06088895027364
762,837,1.02,0.47,0.27,1.22,4.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393.0,326.5919999999999,378.14825999999994,357.62299999999993,353.65357525520255,0,353.65357525520255,373.5165270961192
764,839,0.19,0.54,0.31,13.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,321.824,726.3469999999999,566.547,579.7287033151674,0,579.7287033151674,615.7841374211525
765,841,0.38,0.79,1.37,0.16,0.16,0.0,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,628.0,603.0699999999999,618.46642,599.9630000000001,625.5001266516289,0,625.5001266516289,626.6566305384488
766,842,0.37,0.85,0.39,0.73,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.022,615.0,599.057,614.98179,614.7000000000002,621.1472901999762,0,621.1472901999762,621.1192477882017
767,843,1.02,0.36,0.0,1.41,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.26,394.49,443.14968,428.663,396.1606553625271,0,396.1606553625271,395.87418135623506
768,844,0.06,1.21,0.25,0.0,0.0,0.25,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,743.0,707.205,751.1853,705.9930000000002,743.7413251395254,0,743.7413251395254,743.4977967295242
769,845,0.3,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.0,651.51,653.765,649.1000000000001,662.6977720190741,0,662.6977720190741,657.3089800640387
770,846,1.42,0.43,0.38,4.42,0.0,0.7,4.55,4.97,0.0,12.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0,28.964,171.15625999999997,416.9506,481.06511613079647,0,481.06511613079647,449.98227687514753
771,847,0.26,0.76,0.32,1.08,0.72,1.25,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.012,634.0,604.925,641.08572,639.0640000000001,635.4328566253216,0,635.4328566253216,635.4302847150516
772,848,0.22,0.54,0.0,12.46,0.64,0.99,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,316.329,668.87248,561.962,589.6384001757044,0,589.6384001757044,578.3335148594846
773,849,0.38,0.72,0.0,0.49,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,592.062,597.2372799999999,600.9069999999999,609.8703420704686,0,609.8703420704686,615.4969795165666
774,850,0.1,2.0,1.09,1.8,0.0,0.65,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.005,617.0,604.426,736.3770000000001,642.475,618.1071786466318,0,618.1071786466318,617.4904071830734
775,851,0.38,0.81,0.18,1.54,0.01,0.63,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.008,623.0,572.761,599.72358,609.4559999999998,606.133450140571,0,606.133450140571,607.0665674994499
776,852,0.36,0.78,0.31,0.0,0.73,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,610.9929999999999,613.124,615.959,632.9932861800801,0,632.9932861800801,635.2699389432853
777,853,0.48,0.86,0.25,0.98,0.18,0.04,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,553.0,557.9269999999999,567.67056,576.3799999999999,572.0413341230346,0,572.0413341230346,573.3486713634774
778,854,0.15,0.4,0.25,1.15,4.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,645.0,605.7899999999998,652.1915000000001,625.1300000000001,650.9869152133782,0,650.9869152133782,659.826670662618
779,855,0.52,0.7,0.29,1.09,1.12,0.43,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,536.0,527.0580000000001,537.2621199999999,553.9620000000001,537.7815512367947,0,537.7815512367947,539.881938792955
780,856,0.14,0.55,0.25,0.6,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,683.837,718.5743,697.361,743.10223174226,0,743.10223174226,756.1219626658744
781,857,0.33,0.65,0.3,1.15,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,608.374,633.65035,630.347,635.31385544136,0,635.31385544136,636.9858209309925
782,858,0.38,1.45,0.36,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,590.987,597.7283,601.4459999999999,600.0237193574739,0,600.0237193574739,600.0235670761003
784,861,0.07,1.35,0.29,0.0,0.0,0.0,0.08,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0,734.0,701.7069999999999,747.74655,697.503,730.5421821877368,0,730.5421821877368,733.5319597472644
785,862,1.04,0.33,0.26,1.53,0.31,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,463.0,381.09599999999995,434.34428,414.605,461.9646809752344,0,461.9646809752344,462.7767698192825
786,863,0.145,0.27,0.01,0.0,9.12,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,564.7225,567.1002,595.4446000000002,595.9530195694596,0,595.9530195694596,556.6459830415439
787,864,0.004,0.03,0.980295079,0.0,22.27943361,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,458.15,386.8363833360999,406.81046399099995,378.0187234284999,445.6742718892671,0,445.6742718892671,440.5965837402586
788,865,0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.013,0.014,723.0,613.0099999999999,686.241,642.914,713.258224567683,0,713.258224567683,712.8108573187017
789,866,0.09,0.59,0.57,2.0,0.0,0.56,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.0,655.7569999999998,754.8530499999999,694.1910000000001,720.0506040494587,0,720.0506040494587,720.5100490150414
790,867,0.8,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450.0,456.08599999999996,454.094,464.592,445.51580447667914,0,445.51580447667914,440.31704954479625
791,868,0.18,1.09,0.26,1.27,0.0,0.21,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,667.0,638.2239999999999,698.21414,661.8090000000001,667.2165065613656,0,667.2165065613656,655.9175135242617
792,869,0.4,0.74,0.31,0.77,3.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,510.0,530.8789999999999,543.3212,551.2720000000002,510.1416415918607,0,510.1416415918607,513.1502613633562
793,870,0.37,0.85,0.39,0.73,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,599.057,614.98179,614.7000000000002,621.860200472863,0,621.860200472863,621.7259573896466
794,871,0.4,0.6,0.25,1.2,1.5,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,562.5399999999998,580.287,585.9550000000002,575.3640734764672,0,575.3640734764672,571.1433735299292
795,872,0.44,0.81,0.28,0.14,0.15,0.04,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,591.0,595.78,597.3794399999999,597.214,609.504769620216,0,609.504769620216,593.1821483531717
796,873,0.24,0.0,0.0,0.71,4.97,2.82,0.0,16.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,562.0029999999998,577.2771599999999,747.4894000000002,651.3645035810337,0,651.3645035810337,664.6372738578602
797,874,0.41,0.67,0.23,1.01,0.2,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.75,583.3679999999999,597.8484900000001,604.54,601.4976000526214,0,601.4976000526214,611.123171829775
799,876,0.34,0.26,0.13,0.61,5.1,0.53,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.007,551.0,546.26,553.7993600000001,562.6580000000001,551.5944776711005,0,551.5944776711005,551.1625800626271
800,877,0.4,1.33,0.35,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,599.0,596.3079999999999,599.872,597.5790000000001,587.2056176281768,0,587.2056176281768,584.8609082826694
801,878,0.35,1.51,0.28,0.0,0.0,1.29,0.21,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,617.0,593.4949999999999,603.13975,609.9900000000001,615.9577259339106,0,615.9577259339106,616.1282806986701
802,879,0.4,0.35,0.22,1.27,4.03,0.24,0.04,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,543.0,526.0019999999998,542.9822,549.827,541.7014892615805,0,541.7014892615805,541.9104591853064
803,880,0.34,1.48,0.73,0.23,0.15,0.17,0.1,0.0,0.022,0.0,0.19,0.0,0.003,0.0,0.0122,0.0,0.0,581.0,596.199,614.25008,599.1669999999999,578.6306632348767,0,578.6306632348767,578.4983432965147
804,881,0.38,0.7,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,631.0,626.174,625.3258,624.892,627.1571284330687,0,627.1571284330687,637.0036305822535
805,882,0.16,0.5,0.31,1.95,2.02,0.03,0.01,0.0,0.03,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,723.0,613.0099999999999,686.241,642.914,713.5312400324376,0,713.5312400324376,713.3412695190787
807,884,0.72,3.58,1.3,1.03,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0,379.4169999999999,350.5072399999999,409.267,394.27660681891854,0,394.27660681891854,387.817278962473
808,885,0.12,0.52,0.22,0.86,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.0,621.0749999999998,665.24188,632.242,672.3880125553728,0,672.3880125553728,653.516819684709
809,886,0.15,0.4,0.15,1.15,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,664.0,609.1199999999999,654.0915000000001,626.1000000000001,652.4474514183343,0,652.4474514183343,669.1300156853573
810,887,0.65,1.14,0.4,1.15,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0,468.5,491.8229999999999,496.11999999999995,516.591,468.02653998007287,0,468.02653998007287,470.6996445353823
811,888,0.36,0.86,0.37,1.54,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,582.37,613.58436,609.901,608.6232497682139,0,608.6232497682139,606.6116806091735
812,889,0.81,3.49,1.46,1.04,0.0,0.24,0.0,0.97,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,340.75699999999995,314.84411,397.95060000000007,371.85489477173485,0,371.85489477173485,395.6929201319677
813,890,0.4,1.47,0.37,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,589.4259999999998,594.1579999999999,593.4370000000001,594.5191581015313,0,594.5191581015313,593.6072682394093
814,891,0.36,1.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,615.858,619.3051999999999,615.644,605.323234950088,0,605.323234950088,599.9068135095255
815,892,0.23,1.53,0.4,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.01,673.0,642.986,667.26201,641.7170000000001,673.802208673508,0,673.802208673508,674.8513008030138
816,893,0.33,0.89,0.24,1.13,0.15,1.19,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.009,608.0,588.11,616.1937100000001,623.9369999999999,606.5738637283757,0,606.5738637283757,609.3932709292853
817,894,0.2,1.04,0.26,1.22,0.0,0.25,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,634.5010000000001,687.7885999999999,657.8280000000002,652.5547854587172,0,652.5547854587172,647.6934407978472
818,895,0.36,0.75,0.29,0.0,0.72,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.025,629.0,608.718,610.9302,618.1249999999999,627.8750375952511,0,627.8750375952511,628.7122932031515
819,896,0.22,1.1,0.21,0.6,0.18,0.08,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695.0,639.5110000000001,674.9646,655.0070000000001,675.9477577140362,0,675.9477577140362,657.0593172875753
820,897,0.345,0.42,0.43,1.36,3.43,0.23,0.0,0.0,0.041,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,573.0,546.3875,572.863155,570.079,555.92449312728,0,555.92449312728,574.9054780987749
821,898,0.004,0.03,0.075,0.0,21.78121975,3.194578896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,374.8166667,369.74550442939994,384.88177871299996,407.0828415004,415.55798286510634,0,415.55798286510634,413.8560732298055
822,899,0.55,0.58,0.43,0.79,0.2,0.42,0.0,0.0,0.025,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,548.0,543.8140000000001,553.9418000000001,562.2969999999999,524.7083807895347,0,524.7083807895347,528.6299357354737
824,901,0.37,0.84,0.36,0.0,1.4,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0,594.306,596.9001,599.2020000000001,601.4126764422941,0,601.4126764422941,601.594037142183
825,902,0.4,1.4,1.51,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,0.018,589.0,576.1059999999999,593.595,579.6970000000001,590.965870219629,0,590.965870219629,590.0780577423199
826,903,0.41,0.57,0.0,1.57,0.0,0.36,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,575.58,595.80403,609.5830000000001,611.3588030030875,0,611.3588030030875,601.1839263918997
827,904,0.4,1.34,0.21,0.53,1.03,0.22,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,558.0,564.0399999999998,574.4678,576.9200000000002,570.2720697186687,0,570.2720697186687,574.5377204373202
828,905,0.39,0.82,0.26,1.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,588.2139999999999,605.2610000000001,608.9280000000001,596.1110213657594,0,596.1110213657594,603.5814299012833
829,906,0.55,0.65,0.2,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0,563.145,565.09625,564.19,569.0116249771366,0,569.0116249771366,571.8123875793311
830,907,0.004,0.03,0.075,0.0,27.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,347.0388889,314.7117,323.652892,309.4641,395.16463915000446,0,395.16463915000446,349.767060149847
831,908,0.33,0.86,1.62,0.81,1.8,0.4,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.02,0.024,0.014,599.0,563.901,598.86012,578.407,599.543633453677,0,599.543633453677,596.1447324442864
832,909,0.38,1.5,0.4,0.77,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,575.6859999999999,595.1700399999999,590.7070000000001,585.325988432844,0,585.325988432844,583.85060197563
833,910,0.14,1.53,0.36,0.06,0.03,0.01,0.04,0.0,0.057,0.0,0.02,0.0,0.0,0.0,0.0,0.009,0.008,708.0,670.4870000000001,710.39806,668.564,708.7576339725455,0,708.7576339725455,709.4439560759919
834,911,0.1,1.5,0.37,0.0,0.0,0.0,0.02,0.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.007,752.0,686.323,731.295,682.6750000000001,751.4333317982097,0,751.4333317982097,751.7370174814178
835,912,0.17,0.79,0.27,0.08,0.45,0.47,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,686.0,673.9509999999999,693.01949,675.8070000000001,689.3499860291743,0,689.3499860291743,689.9926643240855
836,913,0.15,1.39,0.4,0.0,0.0,0.27,0.05,0.0,0.018,0.0,0.0,0.0,0.0,0.0,0.004,0.016,0.013,712.0,670.8209999999999,704.60975,671.1240000000001,711.4145250371049,0,711.4145250371049,713.1190989651526
