C,Mn,Si,Cr,Ni,Mo,V,Co,Al,W,Cu,Nb,Ti,B,N,P,S,Ms (K)
0.25,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
0.3,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
0.38,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631
0.4,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
0.44,0.81,0.28,0.14,0.15,0.04,0,0,0,0,0.12,0,0,0,0,0,0,591
0.51,0.3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
0.52,0.7,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
0.56,0.3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
0.6,0.72,0.2,0.17,0.2,0.03,0,0,0,0,0.12,0,0,0,0,0,0,543
0.61,0.3,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578
0.68,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533
0.75,0.7,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
0.86,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
0.96,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469
0.28,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643
0.36,1.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622
0.15,1.4,0.25,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,681
0.19,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672
0.28,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633
0.36,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
0.3,1.8,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622
0.38,1.8,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
0.46,1.8,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563
0.42,1.15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
0.44,1.5,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573
0.27,1.55,0.2,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,648
0.3,1.55,0.2,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,628
0.32,1.5,0.18,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,623
0.35,1.55,0.2,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,608
0.37,1.5,0.18,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,603
0.38,1.5,0.25,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,603
0.22,1.1,0.21,0.6,0.18,0.08,0,0,0,0.3,0,0,0,0,0,0,0,695
0.16,1.15,0.25,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,663
0.2,1.25,0.25,1.15,0.15,0.02,0,0,0,0,0,0,0,0,0,0,0,653
0.19,1.6,0.2,0,0.55,0.25,0,0,0,0,0,0,0,0,0,0,0,693
0.27,1.35,0.24,0.45,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,628
0.33,1.35,0.24,0.45,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,606
0.37,1.35,0.24,0.45,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,593
0.38,1.4,0.25,0.5,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,573
0.43,1.35,0.24,0.45,0.75,0.2,0,0,0,0,0,0,0,0,0,0,0,568
0.4,0.85,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
0.54,0.85,1.9,0.1,0.16,0.02,0,0,0,0,0,0,0,0,0,0,0,561
0.59,0.85,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535
0.62,0.85,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
0.55,0.75,1.5,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,551
0.6,0.85,1.9,0.3,0,0.25,0,0,0,0,0,0,0,0,0,0,0,524
0.17,0.6,0.25,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,726
0.24,0.9,0.3,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,681
0.32,0.8,0.3,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,647
0.4,0.8,0.3,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,602
0.48,0.8,0.25,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,593
0.22,0.6,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,681
0.38,0.8,0.3,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,606
0.55,0.65,0.2,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,548
0.36,0.8,0.2,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,633
0.43,0.8,0.2,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,611
0.16,0.6,0.25,0.2,1.5,0.05,0,0,0,0,0,0,0,0,0,0,0,645
0.3,0.51,0.32,0.07,3.03,0,0,0,0.032,0,0,0,0.009,0,0,0,0,611
0.1,0.53,0.26,0.05,3.65,0,0,0,0.045,0,0.07,0,0,0,0,0,0,733
0.33,0.74,0.23,0.07,3.47,0.11,0,0,0,0,0,0,0,0,0,0,0,593
0.4,0.62,0.26,0.23,3.45,0.1,0,0,0,0,0,0,0,0,0,0,0,554
0.1,0.4,0.2,0,4.8,0,0,0,0,0,0,0,0,0,0,0,0,682
0.09,0.45,0.25,0.1,9,0.04,0,0,0.03,0,0,0,0,0,0,0,0,612
0.16,1.4,0.25,0.2,1.5,0.05,0,0,0,0,0,0,0,0,0,0,0,627
0.17,0.55,0.2,0.2,1.8,0.25,0,0,0,0,0,0,0,0,0,0,0,705
0.24,0.55,0.2,0.2,1.8,0.25,0,0,0,0,0,0,0,0,0,0,0,652
0.4,0.48,0.15,0.15,1.75,0.25,0,0,0,0,0,0,0,0,0,0,0,591
0.18,0.47,0.27,0.18,3.33,0.23,0,0,0,0,0,0,0,0,0,0,0,664
0.1,0.4,0.2,0,5,0.2,0,0,0,0,0,0,0,0,0,0,0,671
0.15,0.8,0.2,0.63,0.85,0.05,0,0,0,0,0,0,0,0,0,0,0,701
0.16,0.8,0.2,0.85,1.15,0.05,0,0,0,0,0,0,0,0,0,0,0,690
0.35,0.75,0.23,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,605
0.4,0.75,0.23,0.65,1.3,0,0,0,0,0,0,0,0,0,0,0,0,585
0.14,0.5,0.25,1.55,1.55,0,0,0,0,0,0,0,0,0,0,0,0,694
0.15,0.75,0.25,0.95,1.45,0,0,0,0,0,0,0,0,0,0,0,0,703
0.16,0.5,0.31,1.95,2.02,0.03,0,0,0.03,0,0,0,0,0,0,0,0,725
0.32,0.57,0.2,1.15,3,0,0,0,0,0,0,0,0,0,0,0,0,581
0.12,0.5,0.2,0.9,3.25,0,0,0,0,0,0,0,0,0,0,0,0,672
0.15,0.4,0.15,1.15,4.1,0,0,0,0,0,0,0,0,0,0,0,0,664
0.3,0.5,0.2,1.25,4.1,0,0,0,0,0,0,0,0,0,0,0,0,574
0.15,0.8,0.2,0.5,0.55,0.2,0,0,0,0,0,0,0,0,0,0,0,707
0.24,0.8,0.2,0.5,0.55,0.2,0,0,0,0,0,0,0,0,0,0,0,671
0.3,0.8,0.25,0.5,0.55,0.2,0,0,0,0,0,0,0,0,0,0,0,624
0.41,0.85,0.25,0.5,0.55,0.25,0,0,0,0,0,0,0,0,0,0,0,594
0.48,0.75,0.34,0.58,0.6,0.2,0,0,0,0,0,0,0,0,0,0,0,591
0.6,0.85,0.25,0.5,0.55,0.2,0,0,0,0,0,0,0,0,0,0,0,514
0.4,0.65,0.25,0.75,0.85,0.25,0,0,0,0,0,0,0,0,0,0,0,592
0.36,0.65,0.25,1.05,1.05,0.22,0,0,0,0,0,0,0,0,0,0,0,614
0.16,0.8,0.2,1.05,1.4,0.15,0,0,0,0,0,0,0,0,0,0,0,689
0.16,0.5,0.25,1.65,1.55,0.2,0,0,0,0,0,0,0,0,0,0,0,674
0.36,0.7,0.25,1.5,1.5,0.25,0,0,0,0,0,0,0,0,0,0,0,594
0.4,0.6,0.25,1.2,1.5,0.15,0,0,0,0,0,0,0,0,0,0,0,590
0.4,0.6,0.25,1.2,1.5,0.3,0,0,0,0,0,0,0,0,0,0,0,574
0.16,0.8,0.2,1.05,1.8,0.15,0,0,0,0,0,0,0,0,0,0,0,673
0.41,0.7,0.25,0.8,1.8,0.25,0,0,0,0,0,0,0,0,0,0,0,574
0.17,0.6,0.2,1.55,2,0.2,0,0,0,0,0,0,0,0,0,0,0,675
0.3,0.48,0.25,2,2,0.4,0,0,0,0,0,0,0,0,0,0,0,615
0.31,0.6,0.25,0.65,2.55,0.55,0,0,0,0,0,0,0,0,0,0,0,602
0.4,0.6,0.25,0.65,2.55,0.55,0,0,0,0,0,0,0,0,0,0,0,548
0.31,0.55,0.25,1.05,3,0.28,0,0,0,0,0,0,0,0,0,0,0,587
0.12,0.53,0.28,0.58,3.2,0.2,0,0,0,0,0,0,0,0,0,0,0,714
0.13,0.5,0.2,0.85,3.4,0.18,0,0,0,0,0,0,0,0,0,0,0,690
0.15,0.4,0.25,1.15,4.1,0.2,0,0,0,0,0,0,0,0,0,0,0,645
0.3,0.6,0.25,1.25,4.1,0.3,0,0,0,0,0,0,0,0,0,0,0,577
0.34,0.5,0.2,1.8,4,0.35,0,0,0,0,0,0,0,0,0,0,0,550
0.38,0.7,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,626
0.46,0.7,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,585
0.59,0.6,0.25,0.65,0.2,0,0,0,0,0,0,0,0,0,0,0,0,529
0.2,0.8,0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,687
0.6,0.85,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,538
0.2,0.75,0.3,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,687
0.3,0.7,0.2,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,639
0.39,0.7,0.2,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,608
0.5,0.75,0.35,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,554
0.07,0.5,0.4,13,0.2,0,0,0,0,0,0,0,0,0,0,0,0,615
0.14,0.55,0.25,0.6,0,0.55,0,0,0,0,0,0,0,0,0,0,0,694
0.2,0.75,0.25,0.4,0,0.45,0,0,0,0,0,0,0,0,0,0,0,693
0.12,0.45,0.3,0.85,0.16,0.6,0,0,0,0,0,0,0,0,0,0,0,738
0.27,0.6,0.13,0.74,0.19,0.55,0,0,0,0,0,0,0,0,0,0,0,697
0.6,0.85,0.25,0.8,0,0.3,0,0,0,0,0,0,0,0,0,0,0,522
0.18,0.75,0.25,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,683
0.26,0.7,0.25,1.05,0,0.22,0,0,0,0,0,0,0,0,0,0,0,665
0.3,0.5,0.25,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,649
0.34,0.65,0.25,1.05,0,0.25,0,0,0,0,0,0,0,0,0,0,0,630
0.36,0.8,0.25,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,620
0.4,0.85,0.2,1.05,0,0.3,0,0,0,0,0,0,0,0,0,0,0,628
0.46,0.85,0.25,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,579
0.5,0.85,0.25,1,0,0.22,0,0,0,0,0,0,0,0,0,0,0,560
0.15,0.6,0.3,1.25,0,0.5,0,0,0,0,0,0,0,0,0,0,0,694
0.35,0.55,0.27,1.23,0.14,0.51,0,0,0,0,0,0,0,0,0,0,0,650
0.37,0.85,0.25,1.15,0,0.2,0,0,0,0,0,0,0,0,0,0,0,614
0.42,0.85,0.25,1.15,0,0.2,0,0,0,0,0,0,0,0,0,0,0,590
0.14,0.46,0.23,2.28,0.21,1.05,0,0,0,0,0,0,0,0,0,0,0,694
0.2,0.5,0.25,3.1,0,0.52,0,0,0,0,0,0,0,0,0,0,0,695
0.28,0.5,0.25,3.1,0,0.52,0,0,0,0,0,0,0,0,0,0,0,667
0.32,0.55,0.25,3.05,0.3,0.4,0,0,0,0,0,0,0,0,0,0,0,614
0.17,0.6,0.14,3.25,0,0.55,0,0,0,0,0,0,0,0,0,0,0,676
0.26,0.6,0.14,3.25,0,0.55,0,0,0,0,0,0,0,0,0,0,0,634
0.14,0.45,0.26,4.66,0.13,0.56,0,0,0,0,0,0,0,0,0,0,0,721
0.28,0.5,0.25,5,0,0.55,0,0,0,0,0,0,0,0,0,0,0,691
0.12,0.7,0.3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,601
0.12,0.55,0.25,0.4,0.15,0.6,0.25,0,0,0,0,0,0,0,0,0,0,694
0.22,0.6,0.3,1.15,0.13,0.6,0.22,0,0,0,0,0,0,0,0,0,0,705
0.37,0.62,0.29,1.19,0.13,0.59,0.22,0,0,0,0,0,0,0,0,0,0,614
0.3,0.6,0.25,2.5,0.3,0.2,0.18,0,0,0,0,0,0,0,0,0,0,630
0.39,0.6,0.15,3.25,0,0.95,0.2,0,0,0,0,0,0,0,0,0,0,577
0.5,0.75,0.25,0.95,0.15,0.05,0.2,0,0,0,0,0,0,0,0,0,0,586
0.33,0.65,0.3,1.15,0,0.2,0,0,1,0,0,0,0,0,0,0,0,623
0.31,0.55,0.3,1.6,0,0.2,0,0,1.1,0,0,0,0,0,0,0,0,630
0.39,0.55,0.3,1.6,0,0.2,0,0,1.1,0,0,0,0,0,0,0,0,598
0.42,0.65,0.3,1.65,0,0.33,0,0,1,0,0,0,0,0,0,0,0,590
0.22,1.25,0.25,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,623
0.22,1.498,0.226,0.33,0.037,0.195,0,0,0.054,0,0,0,0,0,0,0,0,673
0.18,1.36,0.21,0.26,0.91,0.37,0.057,0,0.048,0,0,0,0,0,0,0,0,673
0.2,1.55,0.26,0.39,0,0,0,0,0.005,0,0,0.11,0,0,0,0,0,623
0.45,0.59,0.28,0.05,0.06,0,0,0,0,0,0.14,0,0,0,0,0,0,673
0.26,1.48,0.28,0.02,0.08,0.01,0,0,0,0,0.14,0,0,0,0,0,0,673
0.36,1.59,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593
0.34,0.49,0.3,1.16,4.3,0,0,0,0,0,0,0,0,0,0,0,0,573
0.12,0.52,0.22,0.86,4.15,0,0,0,0,0,0,0,0,0,0,0,0,651
0.2,0.8,0.27,0.49,0.58,0.18,0,0,0,0,0,0,0,0,0,0,0,671
0.53,0.62,0.25,1.23,0,0,0.27,0,0,0,0,0,0,0,0,0,0,573
0.55,0.58,0.43,0.79,0.2,0.42,0,0,0.025,0,0.19,0,0,0,0,0,0,548
0.95,0.5,0.24,4.9,0.26,1.03,0,0,0.02,0,0.22,0,0,0,0,0,0,473
1.62,0.4,0.48,12.44,0,0.8,0.83,0,0,0,0,0,0,0,0,0,0,498
0.54,0.53,0.36,1.02,3.14,0.34,0,0,0,0,0,0,0,0,0,0,0,523
0.7,1.91,0.35,0.98,0,1.4,0,0,0,0,0,0,0,0,0,0,0,471
0.9,1.07,0.3,0.49,0,0,0,0,0,0.63,0,0,0,0,0,0,0,473
0.85,1.98,0.4,0.46,0,0,0.14,0,0,0,0,0,0,0,0,0,0,473
0.545,0.46,0.26,1.16,4.12,0.48,0,0,0,0.8,0,0,0,0,0,0,0,473
0.31,0.32,0.41,2.36,0.31,0.22,0.32,0,0.013,8.59,0.16,0,0,0,0,0,0,673
0.325,0.54,0.22,1.03,0,0.63,0.17,0,0,0,0,0,0,0,0,0,0,623
0.64,0.39,0.67,1.2,0,0,0,0,0,1.68,0,0,0,0,0,0,0,545
0.37,0.34,0.94,4.8,0,1.34,1.19,0,0,0,0,0,0,0,0,0,0,621
1.42,0.43,0.38,4.42,0,0.7,4.55,4.97,0,12.99,0,0,0,0,0,0,0,508
1.19,0.31,0.29,4.54,0,5.1,3.29,12.27,0,7.92,0,0,0,0,0,0,0,483
0.2,0.7,0.57,1.18,0.23,1.15,0.27,0,0,0,0,0,0,0,0,0,0,623
1.16,0.3,0.57,1.79,0.71,0.27,0,0,0,1.3,0,0,0,0,0,0,0,423
0.345,0.42,0.43,1.36,3.43,0.23,0,0,0.041,0,0.19,0,0,0,0,0,0,573
0.67,1.09,0.31,1.7,0.75,0.36,0,0,0,0,0.04,0,0,0,0,0,0,488
0.14,0.68,0.67,17.98,2.95,0.06,0,0.1,0.04,0,0.1,0,0,0,0,0,0,513
1.485,0.8,0.46,1.24,0.4,0.55,0,0,0,0,0,0,0,0,0,0,0,423
0.29,0.52,0.32,0.77,1.34,0.25,0.19,0,0,0,0,0,0,0,0,0,0,698
0.145,0.27,0.01,0,9.12,0,0,4.07,0,0,0,0,0,0,0,0,0,623
0.315,0.14,0.01,0,9.12,0,0,0,0,0,0,0,0,0,0,0,0,515
0.325,0.13,0.15,0,9.05,0,0,4.07,0,0,0,0,0,0,0,0,0,533
0.09,0.45,0.4,12.3,0.18,0,0,0,0,0,0,0,0,0,0,0,0,598
0.37,0.58,0.41,16.2,0.53,1.1,0,0,0,0,0,0,0,0,0,0,0,548
0.2,0.64,0.084,2.12,0.76,0.83,0.32,0.013,0,0.63,0,0.02,0,0,0.006,0,0,622
0.72,3.58,1.3,1.03,0,0.21,0,0,0,0,0,0,0,0,0,0,0,349
0.73,3.76,1.39,1.06,0,0.25,0,1.01,0,0,0,0,0,0,0,0,0,353
0.69,3.47,1.47,0.97,0,0.24,0,1,0.03,0,0,0,0,0,0,0,0,383
0.61,3.29,1.29,0.92,0,0.22,0,0.93,0.02,0,0.21,0,0,0,0,0,0,464
0.85,3.4,1.49,1.01,0,0.25,0,0.93,0.014,0,0.2,0,0,0,0,0,0,404
0.81,3.49,1.46,1.04,0,0.24,0,0.97,0,0.97,0,0,0,0,0,0,0,378
0.8,3.52,1.67,1.01,0,0.24,0,1.44,0.01,0.99,0,0,0,0,0,0,0,423
0.79,1.94,1.59,1.33,0.02,0.3,0.11,0,0.013,0,0,0,0,0,0,0,0,393
0.98,1.89,1.46,1.26,0.005,0.26,0.09,0,0.009,0,0,0,0,0,0,0,0,393
0.83,1.98,1.57,1.02,0,0.24,0,1.54,0,0,0,0,0,0,0,0,0,393
0.78,1.95,1.49,0.97,0,0.24,0,1.6,0.99,0,0,0,0,0,0,0,0,423
0.75,2.15,1.54,1.08,0,0.24,0,4.13,1.58,0,0,0,0,0,0,0,0,461
0.76,1.04,1.6,1.31,0,0.29,0.1,0,0.009,0,0,0,0,0,0,0,0,445
0.04,1.19,0.3,0.02,0.02,0.33,0.09,0,0.057,0,0,0,0,0,0,0,0,769
0.05,1.82,0.39,0,0,0,0.06,0,0.011,0,0,0,0,0,0.011,0,0,647
0.06,1.46,0.14,0.2,0.02,0.25,0.03,0,0.035,0,0.01,0,0,0,0,0,0,725
0.06,1.21,0.25,0,0,0.25,0.08,0,0.03,0,0,0,0,0,0.003,0,0,743
0.06,1.96,0.32,0,0,0.18,0.22,0,0.02,0,0,0,0,0,0.005,0,0,721
0.06,1.97,0.37,0,0,0,0.45,0,0.029,0,0,0,0,0,0.009,0,0,712
0.06,2,0.37,0,0,0,0,0,0.029,0,0,0,0,0,0.009,0,0,721
0.07,1.9,0.24,0,0,0.08,0.43,0,0.06,0,0,0,0,0,0.009,0,0,638
0.07,1.35,0.29,0,0,0,0.08,0,0.036,0,0,0,0,0,0.006,0,0,734
0.08,1.05,0,0.2,2,0.75,0.25,0,0,0,0,0,0,0,0,0,0,717
0.09,0.59,0.57,2,0,0.56,0.37,0,0,0,0,0,0,0,0,0,0,721
0.1,0.76,0.22,0.68,0.85,0.48,0.07,0,0,0,0.21,0,0,0,0,0,0,695
0.1,1.53,0.35,0,0,0.01,0.07,0,0.045,0,0,0,0,0,0.007,0,0,743
0.1,1.48,0.36,0,0,0,0.02,0,0.046,0,0,0,0,0,0,0,0,738
0.1,1.5,0.37,0,0,0,0.02,0,0.044,0,0,0,0,0,0,0,0,752
0.1,2,1.09,1.8,0,0.65,0.15,0,0,0,0,0,0,0,0,0,0,617
0.11,0.52,0.26,0.56,4.92,0.53,0.08,0,0.04,0,0.1,0,0,0,0,0,0,651
0.11,1.6,0.3,0,0,0,0.09,0,0.021,0,0,0,0,0,0,0,0,699
0.11,1.23,0.31,0,0,0,0.08,0,0,0,0,0,0,0,0.05,0,0,725
0.11,1.23,0.31,0,0,0,0.08,0,0,0,0,0,0,0,0.05,0,0,730
0.11,0.85,0.31,0.51,1.3,0.48,0.03,0,0.077,0,0.27,0,0,0,0,0,0,752
0.12,0.75,0.06,0.57,2.62,0.48,0.05,0,0.062,0,0.25,0,0,0,0,0,0,673
0.12,0.65,0.26,1.16,0.01,1.02,0.26,0,0.01,0,0.02,0,0,0,0,0,0,738
0.12,0.57,0.29,0.47,1.86,0.18,0.07,0,0,0,0,0,0,0,0,0,0,712
0.12,0.83,0.3,0.53,1.11,0.49,0.03,0,0.031,0,0.3,0,0,0,0,0,0,699
0.12,0.47,0.31,2.16,0.16,0.88,0.17,0,0.01,0,0.05,0,0,0,0,0,0,651
0.12,0.55,0.68,2.05,0,0.5,0.32,0,0,0,0,0,0,0,0,0,0,678
0.13,0.6,0.29,0.98,0.01,0.31,0.2,0,0.01,0,0.02,0,0,0,0,0,0,717
0.13,1.16,0.31,0.23,0.01,0.27,0.05,0,0.01,0,0.01,0,0,0,0,0,0,734
0.13,0.63,0.32,0.95,0.07,0.86,0.19,0,0,0,0,0,0,0,0,0,0,708
0.14,0.5,0.3,0.38,0.03,0.55,0.27,0,0.01,0,0.01,0,0,0,0,0,0,756
0.14,1.53,0.36,0.06,0.03,0.01,0.04,0,0.057,0,0.02,0,0,0,0,0,0,708
0.14,1.52,0.48,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,665
0.15,0.92,0,0.5,0.88,0.46,0.06,0,0,0,0.32,0,0,0,0,0,0,673
0.15,0.77,0.2,1.27,4.25,0.45,0.1,0,0,0,0,0,0,0,0,0,0,630
0.15,1.3,0.27,0.15,0.15,0.04,0.13,0,0.02,0,0.19,0,0,0,0.01,0,0,651
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0,0.032,0,0,0,0,0,0,0,0,699
0.15,0.57,0.28,0.63,0.91,0.61,0.3,0,0.032,0,0,0,0,0,0,0,0,691
0.15,1.39,0.4,0,0,0.27,0.05,0,0.018,0,0,0,0,0,0.004,0,0,712
0.16,1.3,0.04,0,0,0,0.13,0,0.013,0,0,0,0,0,0,0,0,730
0.16,1.3,0.04,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,734
0.16,1.4,0.04,0,0,0,0.11,0,0.04,0,0,0,0,0,0.018,0,0,638
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0,0,0,0,0,0,0,673
0.16,1.12,0.22,0.99,0.12,0.02,0.01,0,0.015,0,0,0,0,0,0,0,0,665
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0,0,0,0,0,0,0,717
0.16,0.5,0.31,1.95,2.02,0.03,0.01,0,0.03,0,0,0,0,0,0,0,0,725
0.16,1.42,0.44,0,0,0,0.03,0,0.042,0,0,0,0,0,0,0,0,712
0.17,1.75,0.2,0,0,0,0,0,0.02,0,0,0,0,0,0.038,0,0,686
0.17,1.75,0.2,0,0,0,0.1,0,0.02,0,0,0,0,0,0.038,0,0,686
0.17,0.79,0.27,0.08,0.45,0.47,0.02,0,0,0,0.16,0,0,0,0,0,0,686
0.17,1.54,0.44,0.01,0.02,0.47,0.14,0,0.01,0,0.01,0,0,0,0.006,0,0,730
0.17,1.54,0.44,0.01,0.02,0.47,0.14,0,0.01,0,0.01,0,0,0,0.006,0,0,734
0.17,0.84,0.54,0.89,0.05,0.4,0.01,0,0.031,0,0.07,0,0,0,0.008,0,0,765
0.18,0.53,0.26,1,0,0.96,0.19,0,0,0,0,0,0,0,0,0,0,695
0.19,1.55,0.32,0,0.57,0,0.13,0,0.01,0,0,0,0,0,0.017,0,0,712
0.19,1.44,0.37,0.1,0.08,0.01,0.17,0,0.03,0,0.2,0,0,0,0.01,0,0,669
0.2,1.45,0.3,0.11,0.1,0.02,0.08,0,0.01,0,0.14,0,0,0,0.01,0,0,669
0.2,1.46,0.34,0.12,0.1,0.02,0.14,0,0.03,0,0.19,0,0,0,0.012,0,0,669
0.21,1.52,0.4,0,0.07,0,0.13,0,0.04,0,0,0,0,0,0.019,0,0,695
0.21,1.52,0.4,0,0.07,0,0.13,0,0.04,0,0,0,0,0,0.019,0,0,686
0.22,0.52,0,0,5.35,0.27,0.08,0,0,0,0,0,0,0,0,0,0,621
0.22,1.45,0.3,0.98,0.01,0.45,0.03,0,0.044,0,0.01,0,0,0,0,0,0,617
0.23,0.22,0.22,1.7,3.6,0.53,0.12,0,0,0,0,0,0,0,0,0,0,599
0.23,0.53,0.3,1.55,0.3,0.29,0.21,0,0,0,0.11,0,0,0,0,0,0,621
0.23,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,695
0.23,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,699
0.24,0.35,0.13,1.75,3.5,0.49,0.12,0,0,0,0,0,0,0,0,0,0,608
0.24,0.35,0.13,1.75,3.5,0.49,0.12,0,0,0,0,0,0,0,0,0,0,608
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,699
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,686
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,686
0.24,1.06,0.21,0.79,0.18,0.02,0.1,0,0,0,0.17,0,0,0,0,0,0,686
0.24,0.74,0.25,0.37,0.67,0.52,0.03,0,0,0,0,0,0,0,0,0,0,665
0.26,0.76,0.32,1.08,0.72,1.25,0.31,0,0,0,0,0,0,0,0,0,0,634
0.27,1.36,0.5,0.58,0.68,0.34,0.08,0,0,0,0,0,0,0,0,0,0,625
0.27,0.77,1.39,1.64,0.2,0.56,0.07,0,0,0,0,0,0,0,0,0,0,621
0.3,1.91,0.34,0,0,0.67,0.07,0,0,0,0,0,0,0,0,0,0,621
0.3,0.69,1.4,0.78,1.71,0.31,0.04,0,0,0,0,0,0,0,0,0,0,595
0.31,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,699
0.31,0.65,0.3,0.12,0.05,0.5,0.03,0,0.051,0,0.08,0,0,0,0,0,0,699
0.32,0.4,0.4,1.43,3.3,0.33,0.19,0,0,0,0,0,0,0,0,0,0,556
0.32,0.86,1.54,1.01,0.51,0.49,0.07,0,0.037,0,0,0,0,0,0.022,0,0,608
0.33,0.39,0.16,1.09,3.6,0.72,0.12,0,0.009,0,0.09,0,0,0,0,0,0,564
0.33,0.89,0.24,1.13,0.15,1.19,0.22,0,0,0,0,0,0,0,0,0,0,604
0.33,0.89,0.24,1.13,0.15,1.19,0.22,0,0,0,0,0,0,0,0,0,0,612
0.33,2.16,0.32,0,2.02,0.64,0.14,0,0,0,0,0,0,0,0,0,0,551
0.33,0.86,1.62,0.81,1.8,0.4,0.07,0,0.04,0,0,0,0,0,0.02,0,0,599
0.34,0.71,0,0,2.52,0.42,0.02,0,0,0,0,0,0,0,0,0,0,591
0.34,0.26,0.13,0.61,5.1,0.53,0.09,0,0,0,0,0,0,0,0,0,0,551
